,GISJOIN,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,new_YEAR,new_STATE,new_COUNTY,new_COUN_1,new_TRACT,new_BLKGRP,new_GEOID,new_TOTAL_,new_WHITE_,new_PERCEN,GISJOIN_2,STATEFP_2,COUNTYFP_2,TRACTCE_2,BLKGRPCE_2,GEOID_2,NAMELSAD_2,MTFCC_2,FUNCSTAT_2,ALAND_2,AWATER_2,INTPTLAT_2,INTPTLON_2,Shape_Le_1,Shape_Ar_1,CSV_STATE,CSV_COUNTY,CSV_TRACT,CSV_BLKGRP,CSV_TOTAL_,CSV_WHITE_,CSV_PERCEN,CSV_INCOME,geometry
213,G24051001507011,24,510,150701,1,245101507011,Block Group 1,G5030,S,679809.0,117437.0,+39.3193302,-076.6678344,4185.6275144,797247.271454,2015-2019,Maryland,Baltimore city,510,150701,1,15000US245101507011,298,0,0.0,G24051000101001,24,510,010100,1,245100101001,Block Group 1,G5030,S,111505.0,0.0,+39.2832967,-076.5741864,1433.61605081,111504.734741,Maryland,Baltimore city,150701,1,298,0,0.0,26065.0,"POLYGON ((-76.66949900001661 39.32361899909206, -76.66854400036893 39.3233489989757, -76.66852400029977 39.32334399887178, -76.66758600007334 39.32305199897692, -76.66658400008359 39.32274099885471, -76.66621600047226 39.32262899951971, -76.66477600036256 39.32219399935016, -76.66477299965513 39.32207399911626, -76.6647700003647 39.32195999930441, -76.66475600012225 39.32169999884614, -76.66470300092953 39.32142599974808, -76.66461099980063 39.32107999920306, -76.66450000053257 39.32080799862374, -76.6644119994446 39.32062699904202, -76.66431000036859 39.32044899927589, -76.66421699959177 39.32028899923097, -76.66405899988648 39.32008099964116, -76.66382700015437 39.31982399913393, -76.66319600019288 39.31918999934292, -76.6624769999078 39.31847699931214, -76.661500000278 39.3174979987357, -76.66118700026027 39.31716899882908, -76.66109400044454 39.31706699941498, -76.66080100038275 39.31674799861914, -76.66045799977528 39.31637999836471, -76.66036699987954 39.31625299886939, -76.659851999309 39.31540199817498, -76.65977900028237 39.31522399946265, -76.66022599987558 39.31507699860472, -76.66045000029381 39.31501099883922, -76.66063600030716 39.31495199938155, -76.66082100092814 39.3149089992218, -76.66119699948143 39.31482599869619, -76.6614509999321 39.31478399877007, -76.66172799946591 39.31472699934596, -76.66208100028837 39.31468199896938, -76.66231900053246 39.31465799962346, -76.66257200046655 39.31462999896404, -76.66273400007151 39.31462099882599, -76.66345500099042 39.31456999889658, -76.66437599962102 39.31454199929254, -76.66519499991635 39.3144939986849, -76.66567600019197 39.31446499817758, -76.66609099912492 39.31445799924023, -76.66786799927353 39.31440399957971, -76.66788300006085 39.31458299905921, -76.66791100022078 39.31495899896238, -76.66794199906531 39.3153569992688, -76.66796999979307 39.315890999121, -76.66797200069402 39.31598899877048, -76.66798800009083 39.31606699911251, -76.6680089998658 39.31612199919216, -76.66803200054771 39.31619099960024, -76.66811300076253 39.31638399864108, -76.66851400015165 39.31711899837224, -76.66881700090273 39.3170299988693, -76.66889599933566 39.31701199875496, -76.66893399981512 39.31700499920006, -76.66900499964977 39.31699199940722, -76.66917899984327 39.31696899930138, -76.66941099943972 39.31693499914039, -76.66976799982773 39.31687399928042, -76.66988400042625 39.31685799965303, -76.6700299992889 39.31683799928781, -76.67005999958209 39.31683199922565, -76.67017799998368 39.31680799867117, -76.67028399937676 39.31677799885233, -76.67036999945638 39.31674199959857, -76.67043199999618 39.31670599897428, -76.67053999972619 39.31666099886404, -76.67063999985938 39.31661299914563, -76.67072800044612 39.31656399935421, -76.67080700097047 39.31652299930749, -76.67089399981563 39.31648699918927, -76.67101900048262 39.31644999923103, -76.67116299966054 39.3164319992142, -76.67136099987259 39.31641799872569, -76.67194499932152 39.31638799953565, -76.67208500038515 39.31637999907742, -76.67250499964138 39.31636299930933, -76.67281400031398 39.31636299893427, -76.67283699994144 39.31686199931481, -76.67287000070921 39.31755699877112, -76.67289300018641 39.31791999874089, -76.67291699919022 39.31829099893049, -76.67292000009181 39.31841899932752, -76.67468699982797 39.31836199955826, -76.67471599965388 39.31886799915935, -76.67474599998435 39.31939199949888, -76.67477800040344 39.31989299903031, -76.67480699946644 39.32034199879937, -76.67484600010522 39.32081299948489, -76.67486300026208 39.32113899882836, -76.67486200075646 39.32118099888849, -76.67483699996052 39.3212619988542, -76.67477900013589 39.32136899897773, -76.67453199948748 39.32182899959805, -76.67288799962482 39.32134499952487, -76.67245699972408 39.32227899958127, -76.67197100014005 39.3232409987725, -76.67160799936642 39.32389999888054, -76.6714989997558 39.32409999826427, -76.67144999983083 39.32418899936172, -76.67129699939294 39.32414299874242, -76.67047300016866 39.32389599896339, -76.66989299950856 39.32373099841548, -76.66949900001661 39.32361899909206))"
214,G24051001507012,24,510,150701,2,245101507012,Block Group 2,G5030,S,90044.0,0.0,+39.3160330,-076.6730178,1862.55383636,90044.7849711,2015-2019,Maryland,Baltimore city,510,150701,2,15000US245101507012,381,0,0.0,G24051000101001,24,510,010100,1,245100101001,Block Group 1,G5030,S,111505.0,0.0,+39.2832967,-076.5741864,1433.61605081,111504.734741,Maryland,Baltimore city,150701,2,381,0,0.0,64063.0,"POLYGON ((-76.6680089998658 39.31612199919216, -76.66849800037886 39.31610499905466, -76.6692830005082 39.31607799897337, -76.66975100080262 39.316047998794, -76.66993999949787 39.31603399940422, -76.67040900035029 39.31600099921467, -76.6708669995956 39.31598899911224, -76.6713420002055 39.315975999507, -76.67131400104465 39.31535299880053, -76.67191100066569 39.31533599917454, -76.6727469998747 39.31531299929079, -76.67449499939738 39.31523799902529, -76.67450199986763 39.31559899912639, -76.67451499956661 39.3157629994246, -76.67456600043968 39.31629899829913, -76.67459399964685 39.31682999881211, -76.67462100030885 39.31732799964933, -76.67465399978249 39.31783999845102, -76.67468699982797 39.31836199955826, -76.67292000009181 39.31841899932752, -76.67291699919022 39.31829099893049, -76.67289300018641 39.31791999874089, -76.67287000070921 39.31755699877112, -76.67283699994144 39.31686199931481, -76.67281400031398 39.31636299893427, -76.67250499964138 39.31636299930933, -76.67208500038515 39.31637999907742, -76.67194499932152 39.31638799953565, -76.67136099987259 39.31641799872569, -76.67116299966054 39.3164319992142, -76.67101900048262 39.31644999923103, -76.67089399981563 39.31648699918927, -76.67080700097047 39.31652299930749, -76.67072800044612 39.31656399935421, -76.67063999985938 39.31661299914563, -76.67053999972619 39.31666099886404, -76.67043199999618 39.31670599897428, -76.67036999945638 39.31674199959857, -76.67028399937676 39.31677799885233, -76.67017799998368 39.31680799867117, -76.67005999958209 39.31683199922565, -76.6700299992889 39.31683799928781, -76.66988400042625 39.31685799965303, -76.66976799982773 39.31687399928042, -76.66941099943972 39.31693499914039, -76.66917899984327 39.31696899930138, -76.66900499964977 39.31699199940722, -76.66893399981512 39.31700499920006, -76.66889599933566 39.31701199875496, -76.66881700090273 39.3170299988693, -76.66851400015165 39.31711899837224, -76.66811300076253 39.31638399864108, -76.66803200054771 39.31619099960024, -76.6680089998658 39.31612199919216))"
215,G24051001507013,24,510,150701,3,245101507013,Block Group 3,G5030,S,88162.0,0.0,+39.3150322,-076.6708305,1501.25565793,88163.1933865,2015-2019,Maryland,Baltimore city,510,150701,3,15000US245101507013,920,60,0.065217391304348,G24051000101001,24,510,010100,1,245100101001,Block Group 1,G5030,S,111505.0,0.0,+39.2832967,-076.5741864,1433.61605081,111504.734741,Maryland,Baltimore city,150701,3,920,60,0.065217391,52159.0,"POLYGON ((-76.66786799927353 39.31440399957971, -76.66963200026028 39.31434399916434, -76.67124900059314 39.31427799900436, -76.67195200084873 39.31424899920975, -76.67268099961247 39.31421899891118, -76.67441799961216 39.31416299893646, -76.67443000038675 39.31433399930807, -76.67445799981161 39.31470599921877, -76.67449499939738 39.31523799902529, -76.6727469998747 39.31531299929079, -76.67191100066569 39.31533599917454, -76.67131400104465 39.31535299880053, -76.6713420002055 39.315975999507, -76.6708669995956 39.31598899911224, -76.67040900035029 39.31600099921467, -76.66993999949787 39.31603399940422, -76.66975100080262 39.316047998794, -76.6692830005082 39.31607799897337, -76.66849800037886 39.31610499905466, -76.6680089998658 39.31612199919216, -76.66798800009083 39.31606699911251, -76.66797200069402 39.31598899877048, -76.66796999979307 39.315890999121, -76.66794199906531 39.3153569992688, -76.66791100022078 39.31495899896238, -76.66788300006085 39.31458299905921, -76.66786799927353 39.31440399957971))"
216,G24051001507021,24,510,150702,1,245101507021,Block Group 1,G5030,S,138876.0,0.0,+39.3129673,-076.6637170,1488.72868782,138876.694443,2015-2019,Maryland,Baltimore city,510,150702,1,15000US245101507021,880,0,0.0,G24051000101001,24,510,010100,1,245100101001,Block Group 1,G5030,S,111505.0,0.0,+39.2832967,-076.5741864,1433.61605081,111504.734741,Maryland,Baltimore city,150702,1,880,0,0.0,51875.0,"POLYGON ((-76.6641370001485 39.31137399944768, -76.66591000071209 39.31131999890346, -76.66594800058813 39.31184599951968, -76.66598400065338 39.3123719990208, -76.66600500041241 39.31291199928539, -76.66604500056322 39.31342599975887, -76.66609099912492 39.31445799924023, -76.66567600019197 39.31446499817758, -76.66519499991635 39.3144939986849, -76.66437599962102 39.31454199929254, -76.66345500099042 39.31456999889658, -76.66273400007151 39.31462099882599, -76.66257200046655 39.31462999896404, -76.66231900053246 39.31465799962346, -76.66208100028837 39.31468199896938, -76.66172799946591 39.31472699934596, -76.66166799970162 39.31444099947718, -76.66154399929026 39.31395199890879, -76.66149300025896 39.31362999923306, -76.66144399980732 39.31326399909472, -76.66141200022341 39.31295799956153, -76.66138099962194 39.31253799886304, -76.66131900001389 39.31144599910505, -76.66176599936948 39.31143699931178, -76.66185000007107 39.31143499947932, -76.66237600047265 39.31142399836606, -76.66284800012178 39.31141399916808, -76.66325900017763 39.31140499859437, -76.66368599995243 39.31138999842705, -76.6641370001485 39.31137399944768))"
217,G24051001507022,24,510,150702,2,245101507022,Block Group 2,G5030,S,107455.0,0.0,+39.3128144,-076.6677764,1316.29410054,107454.413745,2015-2019,Maryland,Baltimore city,510,150702,2,15000US245101507022,882,18,0.020408163265306,G24051000101001,24,510,010100,1,245100101001,Block Group 1,G5030,S,111505.0,0.0,+39.2832967,-076.5741864,1433.61605081,111504.734741,Maryland,Baltimore city,150702,2,882,18,0.020408163,70500.0,"POLYGON ((-76.66591000071209 39.31131999890346, -76.66682299975956 39.31126399975207, -76.6676869990596 39.31122799849114, -76.6694459997497 39.31114699966782, -76.66947900057387 39.31169099938366, -76.66950900042625 39.31222099918873, -76.66954899960945 39.31278799885013, -76.66955100002248 39.31331099897888, -76.66963200026028 39.31434399916434, -76.66786799927353 39.31440399957971, -76.66609099912492 39.31445799924023, -76.66604500056322 39.31342599975887, -76.66600500041241 39.31291199928539, -76.66598400065338 39.3123719990208, -76.66594800058813 39.31184599951968, -76.66591000071209 39.31131999890346))"
218,G24051001507023,24,510,150702,3,245101507023,Block Group 3,G5030,S,145188.0,0.0,+39.3126721,-076.6719255,1529.05082716,145186.959797,2015-2019,Maryland,Baltimore city,510,150702,3,15000US245101507023,377,0,0.0,G24051000101001,24,510,010100,1,245100101001,Block Group 1,G5030,S,111505.0,0.0,+39.2832967,-076.5741864,1433.61605081,111504.734741,Maryland,Baltimore city,150702,3,377,0,0.0,24716.0,"POLYGON ((-76.6694459997497 39.31114699966782, -76.67106800017393 39.31111599874617, -76.67250499954403 39.31107699857044, -76.67423900057034 39.31103199954627, -76.67429999924695 39.31206499955527, -76.67436900048156 39.3131169997923, -76.67439100057389 39.31366699894086, -76.67441799961216 39.31416299893646, -76.67268099961247 39.31421899891118, -76.67195200084873 39.31424899920975, -76.67124900059314 39.31427799900436, -76.66963200026028 39.31434399916434, -76.66955100002248 39.31331099897888, -76.66954899960945 39.31278799885013, -76.66950900042625 39.31222099918873, -76.66947900057387 39.31169099938366, -76.6694459997497 39.31114699966782))"
219,G24051001508001,24,510,150800,1,245101508001,Block Group 1,G5030,S,156509.0,0.0,+39.3235154,-076.6746989,1604.64455635,156507.348104,2015-2019,Maryland,Baltimore city,510,150800,1,15000US245101508001,822,0,0.0,G24051000101001,24,510,010100,1,245100101001,Block Group 1,G5030,S,111505.0,0.0,+39.2832967,-076.5741864,1433.61605081,111504.734741,Maryland,Baltimore city,150800,1,822,0,0.0,28702.0,"POLYGON ((-76.67465899989361 39.32513399861806, -76.67408399928867 39.32496299911958, -76.6737089997188 39.3248509993939, -76.67311799968915 39.32467399906402, -76.67144999983083 39.32418899936172, -76.6714989997558 39.32409999826427, -76.67160799936642 39.32389999888054, -76.67197100014005 39.3232409987725, -76.67245699972408 39.32227899958127, -76.67288799962482 39.32134499952487, -76.67453199948748 39.32182899959805, -76.67609200087844 39.32230499873135, -76.67792199969185 39.32284399956514, -76.67768200045045 39.32331599941632, -76.67744300019774 39.32378599993062, -76.6772120000238 39.32426199866177, -76.67699499999895 39.32470799897183, -76.67676300033737 39.3251519985179, -76.67653900029333 39.3255799993777, -76.67649099979747 39.32567199932236, -76.67558200028174 39.32540099955464, -76.67465899989361 39.32513399861806))"
220,G24051001508002,24,510,150800,2,245101508002,Block Group 2,G5030,S,197425.0,0.0,+39.3124749,-076.6775902,1821.78298181,197423.880763,2015-2019,Maryland,Baltimore city,510,150800,2,15000US245101508002,774,0,0.0,G24051000101001,24,510,010100,1,245100101001,Block Group 1,G5030,S,111505.0,0.0,+39.2832967,-076.5741864,1433.61605081,111504.734741,Maryland,Baltimore city,150800,2,774,0,0.0,24375.0,"POLYGON ((-76.67423900057034 39.31103199954627, -76.67443699934108 39.31102199854095, -76.67497299986037 39.31099299906442, -76.67544300022763 39.3109689996118, -76.67552000038688 39.31096699906885, -76.67567400045624 39.31096299871407, -76.67584499957596 39.31094599947433, -76.67597200006738 39.3109289990737, -76.67601599921385 39.31091599880679, -76.67749899999569 39.31086899938587, -76.67766599977185 39.31086399873151, -76.67783200027453 39.31085899841517, -76.67803099999752 39.31085499976669, -76.67956599955353 39.31080599865707, -76.68000900024693 39.31078599876027, -76.68056499929561 39.3107619988845, -76.68096500036704 39.31302799907027, -76.68110200038726 39.31392199905614, -76.68012300003473 39.31393599965549, -76.67912100013314 39.31398899964208, -76.67784600048971 39.31404499863313, -76.67658900033398 39.31407799892921, -76.67652099995048 39.31408099878225, -76.67645800035999 39.31408299894846, -76.67441799961216 39.31416299893646, -76.67439100057389 39.31366699894086, -76.67436900048156 39.3131169997923, -76.67429999924695 39.31206499955527, -76.67423900057034 39.31103199954627))"
221,G24051001508003,24,510,150800,3,245101508003,Block Group 3,G5030,S,274339.0,0.0,+39.3181748,-076.6764216,2619.67056748,274337.845021,2015-2019,Maryland,Baltimore city,510,150800,3,15000US245101508003,1637,9,0.005497861942578,G24051000101001,24,510,010100,1,245100101001,Block Group 1,G5030,S,111505.0,0.0,+39.2832967,-076.5741864,1433.61605081,111504.734741,Maryland,Baltimore city,150800,3,1637,9,0.005497862,67727.0,"POLYGON ((-76.67453199948748 39.32182899959805, -76.67477900013589 39.32136899897773, -76.67483699996052 39.3212619988542, -76.67486200075646 39.32118099888849, -76.67486300026208 39.32113899882836, -76.67484600010522 39.32081299948489, -76.67480699946644 39.32034199879937, -76.67477800040344 39.31989299903031, -76.67474599998435 39.31939199949888, -76.67471599965388 39.31886799915935, -76.67468699982797 39.31836199955826, -76.67465399978249 39.31783999845102, -76.67462100030885 39.31732799964933, -76.67459399964685 39.31682999881211, -76.67456600043968 39.31629899829913, -76.67451499956661 39.3157629994246, -76.67450199986763 39.31559899912639, -76.67449499939738 39.31523799902529, -76.67445799981161 39.31470599921877, -76.67443000038675 39.31433399930807, -76.67441799961216 39.31416299893646, -76.67645800035999 39.31408299894846, -76.67652099995048 39.31408099878225, -76.67658900033398 39.31407799892921, -76.67784600048971 39.31404499863313, -76.67792900027132 39.31420499916474, -76.67800199985246 39.3143439994868, -76.67806100104892 39.31446299930585, -76.6780810007582 39.31454599916306, -76.67808999998903 39.31463599969508, -76.67809199958604 39.31475199956908, -76.67810000016931 39.31511699922073, -76.67813500064118 39.3161679987327, -76.67820699940877 39.31719199920863, -76.67821500080743 39.31751999959238, -76.67820000008149 39.31773599966725, -76.67816499954664 39.31806299932108, -76.67813399953261 39.3182219995199, -76.67809399994255 39.31858899943481, -76.67808799940236 39.31877699876056, -76.6781029998433 39.31898499921152, -76.67813199998942 39.31925699908277, -76.67835499992441 39.32008699932612, -76.6784009997575 39.32021599907451, -76.67725900026288 39.32025599951067, -76.6771969998328 39.32026099849708, -76.6773360005094 39.32049899909621, -76.67749799952979 39.32072599878425, -76.67767299992612 39.32091099938999, -76.6778599995324 39.32106599923902, -76.67792599913804 39.32110999923866, -76.67810599957363 39.32122999940167, -76.67851300013102 39.32143299880232, -76.67858399979549 39.32146799869867, -76.67855499998934 39.32153299865427, -76.67839799930744 39.32188499941152, -76.67815700031555 39.32236999902801, -76.67792199969185 39.32284399956514, -76.67609200087844 39.32230499873135, -76.67453199948748 39.32182899959805))"
222,G24051001508004,24,510,150800,4,245101508004,Block Group 4,G5030,S,132404.0,0.0,+39.3160955,-076.6797747,1522.03639169,132401.856286,2015-2019,Maryland,Baltimore city,510,150800,4,15000US245101508004,660,0,0.0,G24051000101001,24,510,010100,1,245100101001,Block Group 1,G5030,S,111505.0,0.0,+39.2832967,-076.5741864,1433.61605081,111504.734741,Maryland,Baltimore city,150800,4,660,0,0.0,43789.6,"POLYGON ((-76.67784600048971 39.31404499863313, -76.67912100013314 39.31398899964208, -76.68012300003473 39.31393599965549, -76.68110200038726 39.31392199905614, -76.68113299943398 39.31409199941579, -76.68130099975171 39.31500199877445, -76.68138699962698 39.31550299863653, -76.68149499977766 39.31606599893638, -76.68151399945251 39.31644799901705, -76.68152500053004 39.31690899858041, -76.68152100004289 39.31717299918922, -76.68155499947204 39.31756399919273, -76.68160100009651 39.31788699866335, -76.68163999983928 39.31810099885425, -76.68052900031232 39.31813799939081, -76.67939200009937 39.31818899934451, -76.67813399953261 39.3182219995199, -76.67816499954664 39.31806299932108, -76.67820000008149 39.31773599966725, -76.67821500080743 39.31751999959238, -76.67820699940877 39.31719199920863, -76.67813500064118 39.3161679987327, -76.67810000016931 39.31511699922073, -76.67809199958604 39.31475199956908, -76.67808999998903 39.31463599969508, -76.6780810007582 39.31454599916306, -76.67806100104892 39.31446299930585, -76.67800199985246 39.3143439994868, -76.67792900027132 39.31420499916474, -76.67784600048971 39.31404499863313))"
223,G24051001508005,24,510,150800,5,245101508005,Block Group 5,G5030,S,160551.0,0.0,+39.3204509,-076.6801937,1817.83757566,160550.466278,2015-2019,Maryland,Baltimore city,510,150800,5,15000US245101508005,718,14,0.01949860724234,G24051000101001,24,510,010100,1,245100101001,Block Group 1,G5030,S,111505.0,0.0,+39.2832967,-076.5741864,1433.61605081,111504.734741,Maryland,Baltimore city,150800,5,718,14,0.019498607,51000.0,"POLYGON ((-76.67858399979549 39.32146799869867, -76.67851300013102 39.32143299880232, -76.67810599957363 39.32122999940167, -76.67792599913804 39.32110999923866, -76.6778599995324 39.32106599923902, -76.67767299992612 39.32091099938999, -76.67749799952979 39.32072599878425, -76.6773360005094 39.32049899909621, -76.6771969998328 39.32026099849708, -76.67725900026288 39.32025599951067, -76.6784009997575 39.32021599907451, -76.67835499992441 39.32008699932612, -76.67813199998942 39.31925699908277, -76.6781029998433 39.31898499921152, -76.67808799940236 39.31877699876056, -76.67809399994255 39.31858899943481, -76.67813399953261 39.3182219995199, -76.67939200009937 39.31818899934451, -76.68052900031232 39.31813799939081, -76.68163999983928 39.31810099885425, -76.68178899959699 39.31914299919632, -76.6818410001615 39.32008999882163, -76.68190399992218 39.32114799961744, -76.68190699965734 39.321242999167, -76.68191399935985 39.32131599924389, -76.68193199985572 39.3213749988715, -76.68196499928101 39.32143899869878, -76.68241099981597 39.32225199923141, -76.68274699964493 39.32285199846305, -76.68108400036442 39.32335799851483, -76.68059599998419 39.32286299923371, -76.68000099944626 39.32228699900831, -76.679847000368 39.32214299917725, -76.67976999966997 39.32208999837319, -76.6796699994995 39.32203999867568, -76.67962399947716 39.32201499869117, -76.67946400090607 39.32192799939308, -76.67858399979549 39.32146799869867))"
224,G24051001508006,24,510,150800,6,245101508006,Block Group 6,G5030,S,168266.0,0.0,+39.3244900,-076.6794067,1665.31511767,168267.085021,2015-2019,Maryland,Baltimore city,510,150800,6,15000US245101508006,108,0,0.0,G24051000101001,24,510,010100,1,245100101001,Block Group 1,G5030,S,111505.0,0.0,+39.2832967,-076.5741864,1433.61605081,111504.734741,Maryland,Baltimore city,150800,6,108,0,0.0,98144.0,"POLYGON ((-76.67649099979747 39.32567199932236, -76.67653900029333 39.3255799993777, -76.67676300033737 39.3251519985179, -76.67699499999895 39.32470799897183, -76.6772120000238 39.32426199866177, -76.67744300019774 39.32378599993062, -76.67768200045045 39.32331599941632, -76.67792199969185 39.32284399956514, -76.67815700031555 39.32236999902801, -76.67839799930744 39.32188499941152, -76.67855499998934 39.32153299865427, -76.67858399979549 39.32146799869867, -76.67946400090607 39.32192799939308, -76.67962399947716 39.32201499869117, -76.6796699994995 39.32203999867568, -76.67976999966997 39.32208999837319, -76.679847000368 39.32214299917725, -76.68000099944626 39.32228699900831, -76.68059599998419 39.32286299923371, -76.68108400036442 39.32335799851483, -76.68122500014879 39.32352899895351, -76.68134699962025 39.32368299891421, -76.6814609995772 39.32386699903554, -76.68168299961955 39.32426199894124, -76.68209199987557 39.32502699869577, -76.68196699987267 39.32511599873919, -76.68173700007375 39.32555699924055, -76.68149800000501 39.32602999847538, -76.68128099914642 39.3264909993346, -76.68106799997832 39.32694499916857, -76.67891200043894 39.32633199957561, -76.6788449995975 39.32633999983176, -76.67877399989888 39.32633599939759, -76.67867499951632 39.32631699956328, -76.67855200006235 39.32627799976447, -76.67767599980372 39.32602399955672, -76.67649099979747 39.32567199932236))"
225,G24051001509001,24,510,150900,1,245101509001,Block Group 1,G5030,S,180803.0,0.0,+39.3237085,-076.6853009,1998.48678948,180803.395957,2015-2019,Maryland,Baltimore city,510,150900,1,15000US245101509001,1159,41,0.035375323554789,G24051000101001,24,510,010100,1,245100101001,Block Group 1,G5030,S,111505.0,0.0,+39.2832967,-076.5741864,1433.61605081,111504.734741,Maryland,Baltimore city,150900,1,1159,41,0.035375324,40612.0,"POLYGON ((-76.68209199987557 39.32502699869577, -76.68168299961955 39.32426199894124, -76.6814609995772 39.32386699903554, -76.68134699962025 39.32368299891421, -76.68122500014879 39.32352899895351, -76.68108400036442 39.32335799851483, -76.68274699964493 39.32285199846305, -76.68424199992903 39.32239399883874, -76.68573900049353 39.32194799954165, -76.68618299997577 39.32278199929399, -76.68625899946494 39.32289599876412, -76.6865710002275 39.32279999885571, -76.6876799993928 39.32246099837542, -76.68819200028958 39.32230499843835, -76.68919299989403 39.32201999891287, -76.68943399946951 39.32244199879793, -76.68961199971884 39.32275599839733, -76.68978900040663 39.32306499948157, -76.6898390002803 39.32315299872743, -76.69001400077215 39.32345699891329, -76.69006899989391 39.3235859993032, -76.68863499952707 39.32402899856753, -76.6882100000545 39.32415799823919, -76.68714000039503 39.32447599889749, -76.68706900045683 39.32449899889031, -76.68659700018807 39.32462999919061, -76.685685000091 39.32490099897683, -76.68438900023894 39.32528699978861, -76.68418899938247 39.32535099913105, -76.68358799995173 39.32553199879111, -76.68337599971449 39.32559599885663, -76.68316500061407 39.32565999919248, -76.68256400048526 39.32584199856976, -76.68209199987557 39.32502699869577))"
226,G24051001509002,24,510,150900,2,245101509002,Block Group 2,G5030,S,204254.0,0.0,+39.3207644,-076.6856602,2395.7034925,204254.432524,2015-2019,Maryland,Baltimore city,510,150900,2,15000US245101509002,1185,0,0.0,G24051000101001,24,510,010100,1,245100101001,Block Group 1,G5030,S,111505.0,0.0,+39.2832967,-076.5741864,1433.61605081,111504.734741,Maryland,Baltimore city,150900,2,1185,0,0.0,82500.0,"POLYGON ((-76.6818410001615 39.32008999882163, -76.68292900010786 39.32005499880093, -76.68299799956434 39.32005099912753, -76.68305400101633 39.32004299874262, -76.68314800081157 39.32001499933325, -76.68415900042454 39.3195819991658, -76.68578000076668 39.31890499923271, -76.68715799970437 39.31834399965643, -76.68765799995252 39.31812499933074, -76.68812199981613 39.31794999940066, -76.68886200040258 39.31902999896988, -76.68861100078206 39.31916399998849, -76.68847699931294 39.31924199968653, -76.68838699979588 39.31931099939739, -76.68818100072512 39.31948699912459, -76.68793499928705 39.31973199878686, -76.68776799971519 39.31992399968804, -76.68766100002581 39.32009299961973, -76.68763600020075 39.32018099833479, -76.6876300004964 39.32025199920153, -76.68756599946123 39.32029499962619, -76.68753399996056 39.32034199864709, -76.68752199930056 39.32039099905803, -76.68752199982208 39.32044099890162, -76.68750999947842 39.32061899901441, -76.68750799976384 39.32096799914548, -76.68750799960564 39.32108299932308, -76.68752999954704 39.32117599854877, -76.68756399998323 39.32123999938674, -76.68763100031305 39.32131899926167, -76.68774800018731 39.32143999922666, -76.68880400028924 39.32123999869818, -76.69014500045658 39.32098499901679, -76.68960200043713 39.32188399901643, -76.68919299989403 39.32201999891287, -76.68819200028958 39.32230499843835, -76.6876799993928 39.32246099837542, -76.6865710002275 39.32279999885571, -76.68625899946494 39.32289599876412, -76.68618299997577 39.32278199929399, -76.68573900049353 39.32194799954165, -76.68424199992903 39.32239399883874, -76.68274699964493 39.32285199846305, -76.68241099981597 39.32225199923141, -76.68196499928101 39.32143899869878, -76.68193199985572 39.3213749988715, -76.68191399935985 39.32131599924389, -76.68190699965734 39.321242999167, -76.68190399992218 39.32114799961744, -76.6818410001615 39.32008999882163))"
